date,game_mode,region,map,tier,hero,role,pick_rate,win_rate
2026-01-29,quickplay,Europe,nepal,All,애쉬,DAMAGE,15.6,48.9
2026-01-29,quickplay,Europe,nepal,All,에코,DAMAGE,7.0,49.7
2026-01-29,quickplay,Europe,nepal,All,오리사,TANK,10.9,47.4
2026-01-29,quickplay,Europe,nepal,All,우양,SUPPORT,10.1,51.1
2026-01-29,quickplay,Europe,nepal,All,위도우메이커,DAMAGE,5.6,42.0
2026-01-29,quickplay,Europe,nepal,All,윈스턴,TANK,3.1,49.9
2026-01-29,quickplay,Europe,nepal,All,일리아리,SUPPORT,10.2,54.8
2026-01-29,quickplay,Europe,nepal,All,자리야,TANK,5.8,49.2
2026-01-29,quickplay,Europe,nepal,All,정커퀸,TANK,6.0,52.9
2026-01-29,quickplay,Europe,nepal,All,정크랫,DAMAGE,14.3,52.4
2026-01-29,quickplay,Europe,nepal,All,젠야타,SUPPORT,13.6,53.7
2026-01-29,quickplay,Europe,nepal,All,주노,SUPPORT,17.6,50.5
2026-01-29,quickplay,Europe,nepal,All,캐서디,DAMAGE,19.5,47.6
2026-01-29,quickplay,Europe,nepal,All,키리코,SUPPORT,21.7,47.5
2026-01-29,quickplay,Europe,nepal,All,토르비욘,DAMAGE,4.7,56.0
2026-01-29,quickplay,Europe,nepal,All,트레이서,DAMAGE,4.5,45.9
2026-01-29,quickplay,Europe,nepal,All,파라,DAMAGE,6.1,52.9
2026-01-29,quickplay,Europe,nepal,All,프레야,DAMAGE,6.8,44.7
2026-01-29,quickplay,Europe,nepal,All,한조,DAMAGE,11.6,48.6
2026-01-29,quickplay,Europe,nepal,All,해저드,TANK,3.4,50.5
2026-01-29,quickplay,Europe,lijiang-tower,All,D.Va,TANK,9.6,48.1
2026-01-29,quickplay,Europe,lijiang-tower,All,겐지,DAMAGE,13.6,50.7
2026-01-29,quickplay,Europe,lijiang-tower,All,둠피스트,TANK,16.0,50.2
2026-01-29,quickplay,Europe,lijiang-tower,All,라마트라,TANK,6.7,49.4
2026-01-29,quickplay,Europe,lijiang-tower,All,라이프위버,SUPPORT,12.9,45.9
2026-01-29,quickplay,Europe,lijiang-tower,All,라인하르트,TANK,13.4,54.6
2026-01-29,quickplay,Europe,lijiang-tower,All,레킹볼,TANK,4.7,48.5
2026-01-29,quickplay,Europe,lijiang-tower,All,로드호그,TANK,8.9,46.6
2026-01-29,quickplay,Europe,lijiang-tower,All,루시우,SUPPORT,17.9,56.1
2026-01-29,quickplay,Europe,lijiang-tower,All,리퍼,DAMAGE,10.4,53.8
2026-01-29,quickplay,Europe,lijiang-tower,All,마우가,TANK,4.8,49.8
2026-01-29,quickplay,Europe,lijiang-tower,All,메르시,SUPPORT,30.3,49.0
2026-01-29,quickplay,Europe,lijiang-tower,All,메이,DAMAGE,6.4,51.3
2026-01-29,quickplay,Europe,lijiang-tower,All,모이라,SUPPORT,23.9,50.6
2026-01-29,quickplay,Europe,lijiang-tower,All,바스티온,DAMAGE,14.5,49.7
2026-01-29,quickplay,Europe,lijiang-tower,All,바티스트,SUPPORT,7.4,46.7
2026-01-29,quickplay,Europe,lijiang-tower,All,벤데타,DAMAGE,14.0,54.5
2026-01-29,quickplay,Europe,lijiang-tower,All,벤처,DAMAGE,4.9,52.7
2026-01-29,quickplay,Europe,lijiang-tower,All,브리기테,SUPPORT,7.6,53.6
2026-01-29,quickplay,Europe,lijiang-tower,All,소전,DAMAGE,10.9,46.4
2026-01-29,quickplay,Europe,lijiang-tower,All,솔저: 76,DAMAGE,15.8,48.3
2026-01-29,quickplay,Europe,lijiang-tower,All,솜브라,DAMAGE,7.2,46.4
2026-01-29,quickplay,Europe,lijiang-tower,All,시그마,TANK,7.3,52.4
2026-01-29,quickplay,Europe,lijiang-tower,All,시메트라,DAMAGE,5.1,59.4
2026-01-29,quickplay,Europe,lijiang-tower,All,아나,SUPPORT,29.5,46.7
2026-01-29,quickplay,Europe,lijiang-tower,All,애쉬,DAMAGE,14.9,48.0
2026-01-29,quickplay,Europe,lijiang-tower,All,에코,DAMAGE,7.2,50.2
2026-01-29,quickplay,Europe,lijiang-tower,All,오리사,TANK,11.1,47.4
2026-01-29,quickplay,Europe,lijiang-tower,All,우양,SUPPORT,10.0,50.7
2026-01-29,quickplay,Europe,lijiang-tower,All,위도우메이커,DAMAGE,5.7,42.0
2026-01-29,quickplay,Europe,lijiang-tower,All,윈스턴,TANK,2.9,50.0
2026-01-29,quickplay,Europe,lijiang-tower,All,일리아리,SUPPORT,9.6,54.5
2026-01-29,quickplay,Europe,lijiang-tower,All,자리야,TANK,5.9,48.6
2026-01-29,quickplay,Europe,lijiang-tower,All,정커퀸,TANK,5.6,54.1
2026-01-29,quickplay,Europe,lijiang-tower,All,정크랫,DAMAGE,13.8,51.5
2026-01-29,quickplay,Europe,lijiang-tower,All,젠야타,SUPPORT,12.2,53.6
2026-01-29,quickplay,Europe,lijiang-tower,All,주노,SUPPORT,17.8,50.4
2026-01-29,quickplay,Europe,lijiang-tower,All,캐서디,DAMAGE,19.9,47.4
2026-01-29,quickplay,Europe,lijiang-tower,All,키리코,SUPPORT,21.0,46.4
2026-01-29,quickplay,Europe,lijiang-tower,All,토르비욘,DAMAGE,4.3,56.0
2026-01-29,quickplay,Europe,lijiang-tower,All,트레이서,DAMAGE,4.5,46.5
2026-01-29,quickplay,Europe,lijiang-tower,All,파라,DAMAGE,9.1,55.3
2026-01-29,quickplay,Europe,lijiang-tower,All,프레야,DAMAGE,6.5,44.0
2026-01-29,quickplay,Europe,lijiang-tower,All,한조,DAMAGE,11.5,49.1
2026-01-29,quickplay,Europe,lijiang-tower,All,해저드,TANK,3.2,49.4
2026-01-29,quickplay,Europe,busan,All,D.Va,TANK,12.2,49.8
2026-01-29,quickplay,Europe,busan,All,겐지,DAMAGE,12.2,49.7
2026-01-29,quickplay,Europe,busan,All,둠피스트,TANK,11.7,47.9
2026-01-29,quickplay,Europe,busan,All,라마트라,TANK,8.0,51.3
2026-01-29,quickplay,Europe,busan,All,라이프위버,SUPPORT,12.9,47.1
2026-01-29,quickplay,Europe,busan,All,라인하르트,TANK,13.3,53.7
2026-01-29,quickplay,Europe,busan,All,레킹볼,TANK,3.9,46.7
2026-01-29,quickplay,Europe,busan,All,로드호그,TANK,7.4,46.1
2026-01-29,quickplay,Europe,busan,All,루시우,SUPPORT,9.7,52.3
2026-01-29,quickplay,Europe,busan,All,리퍼,DAMAGE,9.8,52.1
2026-01-29,quickplay,Europe,busan,All,마우가,TANK,5.4,51.3
2026-01-29,quickplay,Europe,busan,All,메르시,SUPPORT,31.9,49.2
2026-01-29,quickplay,Europe,busan,All,메이,DAMAGE,6.5,53.5
2026-01-29,quickplay,Europe,busan,All,모이라,SUPPORT,25.9,50.4
2026-01-29,quickplay,Europe,busan,All,바스티온,DAMAGE,15.1,50.6
2026-01-29,quickplay,Europe,busan,All,바티스트,SUPPORT,8.1,48.4
2026-01-29,quickplay,Europe,busan,All,벤데타,DAMAGE,13.5,53.9
2026-01-29,quickplay,Europe,busan,All,벤처,DAMAGE,3.7,51.6
2026-01-29,quickplay,Europe,busan,All,브리기테,SUPPORT,6.6,54.2
2026-01-29,quickplay,Europe,busan,All,소전,DAMAGE,11.2,46.8
2026-01-29,quickplay,Europe,busan,All,솔저: 76,DAMAGE,18.2,51.4
2026-01-29,quickplay,Europe,busan,All,솜브라,DAMAGE,8.4,48.3
2026-01-29,quickplay,Europe,busan,All,시그마,TANK,8.3,51.9
2026-01-29,quickplay,Europe,busan,All,시메트라,DAMAGE,3.3,57.1
2026-01-29,quickplay,Europe,busan,All,아나,SUPPORT,29.8,47.3
2026-01-29,quickplay,Europe,busan,All,애쉬,DAMAGE,17.2,50.9
2026-01-29,quickplay,Europe,busan,All,에코,DAMAGE,6.6,48.9
2026-01-29,quickplay,Europe,busan,All,오리사,TANK,10.7,46.8
2026-01-29,quickplay,Europe,busan,All,우양,SUPPORT,10.1,52.3
2026-01-29,quickplay,Europe,busan,All,위도우메이커,DAMAGE,11.6,45.1
2026-01-29,quickplay,Europe,busan,All,윈스턴,TANK,3.7,49.5
2026-01-29,quickplay,Europe,busan,All,일리아리,SUPPORT,9.7,54.9
2026-01-29,quickplay,Europe,busan,All,자리야,TANK,6.0,50.1
2026-01-29,quickplay,Europe,busan,All,정커퀸,TANK,6.0,54.8
2026-01-29,quickplay,Europe,busan,All,정크랫,DAMAGE,11.2,48.9
